state,row_no,awardee,amount,recipient_type,distributed_to_hospital,note,recipient_confirmed,amount_confirmed,fiscal_year,source_document_title,state_source_url,validation_source_type,extraction_method,validator,ccn,aha_id,rural_designation,reviewer,recipient_type_source,determination_confidence,flag_reason,award_pool,initiative,project,amount_low,amount_high,pool_amount,n_recipients,beds,counties_served,regions_served,entity_type_raw,budget_year2,flow_type,hospital_attribution,hospital_benefiting,intermediary_name,hospital_affiliation_signal,date_announced,classification_rule,determination_basis
OR,168,"La Clinica del Valle Family Health Care Center, Inc (DBA La Clinica)",3583676.99,FQHC_OR_RHC,No,"Catalyst Award (competitive RFGP), Project 1. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 2,463,536.61",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Federally Qualified Health Center (FQHC),HIGH,AMOUNT_PRELIMINARY,CATALYST,Workforce Capacity & Resilience,Project 1,,,,,,"Jackson, Josephine",South Central,Federally Qualified Health Center (FQHC),2463536.61,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Federally Qualified Health Center (FQHC)'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,169,"Lane County, Oregon (DBA Lane County Health & Human Services – Community Health Centers of Lane County)",311980.64,FQHC_OR_RHC,No,"Catalyst Award (competitive RFGP), Project 1. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 456,809.34",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,"Behavioral Health Clinic, Dental Provider, Federally Qualified Health Center (FQHC), Local Government, Local Public Health Authority, Rural Health Clinic, Social Service or Community-Based Organization",HIGH,AMOUNT_PRELIMINARY,CATALYST,Healthy Communities & Prevention,Project 1,,,,,,Lane,Central Valley,"Behavioral Health Clinic, Dental Provider, Federally Qualified Health Center (FQHC), Local Government, Local Public Health Authority, Rural Health Clinic, Social Service or Community-Based Organization",456809.34,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Federally Qualified Health Center (FQHC)'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,170,Lower Umpqua Hospital District,650000,HOSPITAL_OR_SYSTEM,Yes,"Catalyst Award (competitive RFGP), Project 1. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 200,000.00",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,"Emergency Medical Services (EMS), Hospital or Hospital System, Nonprofit or Private Health Care Organization, Rural Health Clinic",HIGH,AMOUNT_PRELIMINARY,CATALYST,Regional Partnerships & System Transformation,Project 1,,,,,,"Coos, Douglas","South Central, South Coast","Emergency Medical Services (EMS), Hospital or Hospital System, Nonprofit or Private Health Care Organization, Rural Health Clinic",200000,DIRECT,NAMED_HOSPITAL,Yes,,FALSE,2026-07-07,STATE_ORG_TYPE,The state's own Organization Type field states 'Hospital or Hospital System'. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.
OR,171,Lower Umpqua Hospital District,1200000,HOSPITAL_OR_SYSTEM,Yes,"Catalyst Award (competitive RFGP), Project 2. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 0.00",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,"Emergency Medical Services (EMS), Hospital or Hospital System, Nonprofit or Private Health Care Organization, Rural Health Clinic",HIGH,AMOUNT_PRELIMINARY,CATALYST,Healthy Communities & Prevention,Project 2,,,,,,"Coos, Douglas","South Central, South Coast","Emergency Medical Services (EMS), Hospital or Hospital System, Nonprofit or Private Health Care Organization, Rural Health Clinic",0,DIRECT,NAMED_HOSPITAL,Yes,,FALSE,2026-07-07,STATE_ORG_TYPE,The state's own Organization Type field states 'Hospital or Hospital System'. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.
OR,172,Lutheran Community Services Northwest,270947.59,NONPROFIT_CBO,No,"Catalyst Award (competitive RFGP), Project 1. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 667,256.45",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,"Behavioral Health Clinic, Nonprofit or Private Health Care Organization, Social Service or Community-Based Organization",MEDIUM,AMOUNT_PRELIMINARY,CATALYST,Healthy Communities & Prevention,Project 1,,,,,,"Polk, Tillamook, Washington, Yamhill","Central Valley, North West Coast","Behavioral Health Clinic, Nonprofit or Private Health Care Organization, Social Service or Community-Based Organization",667256.45,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Nonprofit or Private Health Care Organization'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,173,MEDICAL TEAMS INTERNATIONAL,964085.73,NONPROFIT_CBO,No,"Catalyst Award (competitive RFGP), Project 1. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 3,255,304.11",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Nonprofit or Private Health Care Organization,MEDIUM,AMOUNT_PRELIMINARY,CATALYST,Healthy Communities & Prevention,Project 1,,,,,,"Baker, Crook, Gilliam, Grant, Morrow, Umatilla, Union, Wallowa, Wheeler","Central, North Central Gorge, North Eastern",Nonprofit or Private Health Care Organization,3255304.11,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Nonprofit or Private Health Care Organization'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,174,"Mercy Flights, Inc.",300784.78,EMS_OR_PSAP,No,"Catalyst Award (competitive RFGP), Project 1. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 730,576.50",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,"Emergency Medical Services (EMS), Nonprofit or Private Health Care Organization",HIGH,AMOUNT_PRELIMINARY,CATALYST,Healthy Communities & Prevention,Project 1,,,,,,Jackson,South Central,"Emergency Medical Services (EMS), Nonprofit or Private Health Care Organization",730576.5,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Emergency Medical Services (EMS)'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,175,"Mid-Valley Healthcare, Inc. (DBA Samaritan Lebanon Community Hospital)",796298.3,HOSPITAL_OR_SYSTEM,Yes,"Catalyst Award (competitive RFGP), Project 1. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 506,903.67",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,"Hospital or Hospital System, Nonprofit or Private Health Care Organization",HIGH,AMOUNT_PRELIMINARY,CATALYST,Technology & Data Modernization,Project 1,,,,,,Linn,Central Valley,"Hospital or Hospital System, Nonprofit or Private Health Care Organization",506903.67,DIRECT,NAMED_HOSPITAL,Yes,,FALSE,2026-07-07,STATE_ORG_TYPE,The state's own Organization Type field states 'Hospital or Hospital System'. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.
OR,176,"My Other Me, LLC (DBA FemForward)",200000,FQHC_OR_RHC,No,"Catalyst Award (competitive RFGP), Project 1. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 1,054,250.80",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Rural Health Clinic,HIGH,AMOUNT_PRELIMINARY,CATALYST,Workforce Capacity & Resilience,Project 1,,,,,,"Clatsop, Columbia, Coos, Curry, Douglas, Josephine, Lane, Linn, Wasco, Yamhill","Central Valley, North Central Gorge, North West Coast, South Central, South Coast",Rural Health Clinic,1054250.8,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Rural Health Clinic'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,177,Nehalem Bay Health Center and Pharmacy (NBHCP),599019.13,FQHC_OR_RHC,No,"Catalyst Award (competitive RFGP), Project 1. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 567,652.26",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,"Behavioral Health Clinic, Dental Provider, Federally Qualified Health Center (FQHC), Nonprofit or Private Health Care Organization, Rural Health Clinic",HIGH,AMOUNT_PRELIMINARY,CATALYST,Healthy Communities & Prevention,Project 1,,,,,,"Clatsop, Tillamook",North West Coast,"Behavioral Health Clinic, Dental Provider, Federally Qualified Health Center (FQHC), Nonprofit or Private Health Care Organization, Rural Health Clinic",567652.26,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Federally Qualified Health Center (FQHC)'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,178,Northeast Oregon Network,906217.31,NONPROFIT_CBO,No,"Catalyst Award (competitive RFGP), Project 1. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 1,393,782.43",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,"Nonprofit or Private Health Care Organization, Social Service or Community-Based Organization",MEDIUM,AMOUNT_PRELIMINARY,CATALYST,Workforce Capacity & Resilience,Project 1,,,,,,Statewide,Statewide,"Nonprofit or Private Health Care Organization, Social Service or Community-Based Organization",1393782.43,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Nonprofit or Private Health Care Organization'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,179,"OARM Services of Oregon, P.C. (DBA Eastern Oregon Cancer Center)",200000,FQHC_OR_RHC,No,"Catalyst Award (competitive RFGP), Project 1. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 593,883.40",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Rural Health Clinic,HIGH,AMOUNT_PRELIMINARY,CATALYST,Healthy Communities & Prevention,Project 1,,,,,,"Gilliam, Grant, Morrow, Wallowa, Wheeler","Central, North Central Gorge, North Eastern",Rural Health Clinic,593883.4,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Rural Health Clinic'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,180,"ORTC, LLC",475268.3,NONPROFIT_CBO,No,"Catalyst Award (competitive RFGP), Project 2. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 454,472.80",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Behavioral Health Clinic,LOW,RECIPIENT_TYPE_INFERRED;AMOUNT_PRELIMINARY,CATALYST,Technology & Data Modernization,Project 2,,,,,,"Josephine, Klamath, Umatilla, Wasco","North Central Gorge, North Eastern, South Central",Behavioral Health Clinic,454472.8,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,FALLBACK,"The state's Organization Type field names only a service line (Behavioral Health Clinic) and no organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,181,"ORTC, LLC",1503039.35,NONPROFIT_CBO,No,"Catalyst Award (competitive RFGP), Project 1. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 315,263.68",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Behavioral Health Clinic,LOW,RECIPIENT_TYPE_INFERRED;AMOUNT_PRELIMINARY,CATALYST,Technology & Data Modernization,Project 1,,,,,,"Jackson, Josephine, Klamath, Umatilla","North Eastern, South Central",Behavioral Health Clinic,315263.68,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,FALLBACK,"The state's Organization Type field names only a service line (Behavioral Health Clinic) and no organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,182,Oasis Center of the Rogue Valley,312400,NONPROFIT_CBO,No,"Catalyst Award (competitive RFGP), Project 2. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 0.00",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Nonprofit or Private Health Care Organization,MEDIUM,AMOUNT_PRELIMINARY,CATALYST,Healthy Communities & Prevention,Project 2,,,,,,Josephine,South Central,Nonprofit or Private Health Care Organization,0,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Nonprofit or Private Health Care Organization'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,183,Oasis Center of the Rogue Valley,348328.12,NONPROFIT_CBO,No,"Catalyst Award (competitive RFGP), Project 1. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 0.00",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Nonprofit or Private Health Care Organization,MEDIUM,AMOUNT_PRELIMINARY,CATALYST,Healthy Communities & Prevention,Project 1,,,,,,Statewide,Statewide,Nonprofit or Private Health Care Organization,0,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Nonprofit or Private Health Care Organization'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,184,One Community Health,973575.42,FQHC_OR_RHC,No,"Catalyst Award (competitive RFGP), Project 2. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 704,234.13",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Federally Qualified Health Center (FQHC),HIGH,AMOUNT_PRELIMINARY,CATALYST,Healthy Communities & Prevention,Project 2,,,,,,"Hood River, Wasco",North Central Gorge,Federally Qualified Health Center (FQHC),704234.13,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Federally Qualified Health Center (FQHC)'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
