queue_row,state,recipient_name,match_name,queue_code,queue_source,direction,dollars_at_stake,award_rows,classifier_assigned,current_coding,verified_type,verified_by,verified_date,basis,basis_type
354,MO,Golden Valley Memorial Healthcare,Golden Valley Memorial Healthcare,MO_ANCHOR_IS_NOT_AN_AWARD,COMMITTED_QUEUE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NA / distributed_to_hospital = NA,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"Golden Valley Memorial Healthcare, hospital (same as row 340; hub anchor role). [Org type from general knowledge; URL is the award source.] https://dss.mo.gov/mhd/rural-health",GENERAL_KNOWLEDGE
355,MO,HCC Network,HCC Network,MO_ANCHOR_IS_NOT_AN_AWARD,COMMITTED_QUEUE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NA / distributed_to_hospital = NA,NONPROFIT_CBO,"Claude, run by IN",46286,Rural health network (same as row 341; hub anchor role). [Org type from general knowledge; URL is the award source.] https://dss.mo.gov/mhd/rural-health,GENERAL_KNOWLEDGE
356,MO,Hannibal Regional Health Center,Hannibal Regional Health Center,MO_ANCHOR_IS_NOT_AN_AWARD,COMMITTED_QUEUE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NA / distributed_to_hospital = NA,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"Hannibal Regional Health Center, hospital (same as row 342; hub anchor role). [Org type from general knowledge; URL is the award source.] https://dss.mo.gov/mhd/rural-health",GENERAL_KNOWLEDGE
357,MO,Harrison County Community Hospital,Harrison County Community Hospital,MO_ANCHOR_IS_NOT_AN_AWARD,COMMITTED_QUEUE,ROWS_ONLY,0,1,HOSPITAL_OR_SYSTEM / HIGH,NA / distributed_to_hospital = NA,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,Harrison County Community Hospital (Bethany). https://dss.mo.gov/mhd/rural-health,GENERAL_KNOWLEDGE
358,MO,Heartland Regional Medical Center (dba Mosaic Life Care - St. Joseph),Heartland Regional Medical Center (dba Mosaic Life Care - St. Joseph),MO_ANCHOR_IS_NOT_AN_AWARD,COMMITTED_QUEUE,ROWS_ONLY,0,1,HOSPITAL_OR_SYSTEM / HIGH,NA / distributed_to_hospital = NA,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"Heartland Regional Medical Center dba Mosaic Life Care, St. Joseph (hospital). https://dss.mo.gov/mhd/rural-health",GENERAL_KNOWLEDGE
359,MO,Hermann Area District Hospital,Hermann Area District Hospital,MO_ANCHOR_IS_NOT_AN_AWARD,COMMITTED_QUEUE,ROWS_ONLY,0,1,HOSPITAL_OR_SYSTEM / HIGH,NA / distributed_to_hospital = NA,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,Hermann Area District Hospital. https://dss.mo.gov/mhd/rural-health,GENERAL_KNOWLEDGE
360,MO,Lake Regional Health System,Lake Regional Health System,MO_ANCHOR_IS_NOT_AN_AWARD,COMMITTED_QUEUE,ROWS_ONLY,0,1,HOSPITAL_OR_SYSTEM / MEDIUM,NA / distributed_to_hospital = NA,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"Lake Regional Health System (Osage Beach), hospital system. https://dss.mo.gov/mhd/rural-health",GENERAL_KNOWLEDGE
361,MO,Mercy Hospital Aurora,Mercy Hospital Aurora,MO_ANCHOR_IS_NOT_AN_AWARD,COMMITTED_QUEUE,ROWS_ONLY,0,1,HOSPITAL_OR_SYSTEM / HIGH,NA / distributed_to_hospital = NA,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,Mercy Hospital Aurora. https://dss.mo.gov/mhd/rural-health,GENERAL_KNOWLEDGE
362,MO,Mercy Hospital Washington,Mercy Hospital Washington,MO_ANCHOR_IS_NOT_AN_AWARD,COMMITTED_QUEUE,ROWS_ONLY,0,1,HOSPITAL_OR_SYSTEM / HIGH,NA / distributed_to_hospital = NA,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,Mercy Hospital Washington. https://dss.mo.gov/mhd/rural-health,GENERAL_KNOWLEDGE
363,MO,Missouri Delta Medical Center,Missouri Delta Medical Center,MO_ANCHOR_IS_NOT_AN_AWARD,COMMITTED_QUEUE,ROWS_ONLY,0,1,HOSPITAL_OR_SYSTEM / HIGH,NA / distributed_to_hospital = NA,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"Missouri Delta Medical Center (Sikeston), hospital. https://dss.mo.gov/mhd/rural-health",GENERAL_KNOWLEDGE
364,MO,Missouri Highlands Health Care,Missouri Highlands Health Care,MO_ANCHOR_IS_NOT_AN_AWARD,COMMITTED_QUEUE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NA / distributed_to_hospital = NA,FQHC_OR_RHC,"Claude, run by IN",46286,"Missouri Highlands Health Care, an FQHC (same as row 343; hub anchor role). [Org type from general knowledge; URL is the award source.] https://dss.mo.gov/mhd/rural-health",GENERAL_KNOWLEDGE
365,MO,Mosaic Medical Center - Maryville,Mosaic Medical Center - Maryville,MO_ANCHOR_IS_NOT_AN_AWARD,COMMITTED_QUEUE,ROWS_ONLY,0,1,HOSPITAL_OR_SYSTEM / HIGH,NA / distributed_to_hospital = NA,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"Mosaic Medical Center - Maryville, hospital. https://dss.mo.gov/mhd/rural-health",GENERAL_KNOWLEDGE
366,MO,Ozarks Healthcare,Ozarks Healthcare,MO_ANCHOR_IS_NOT_AN_AWARD,COMMITTED_QUEUE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NA / distributed_to_hospital = NA,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"Ozarks Healthcare, hospital system (same as row 344; hub anchor role). [Org type from general knowledge; URL is the award source.] https://dss.mo.gov/mhd/rural-health",GENERAL_KNOWLEDGE
367,MO,Parkland Health Center,Parkland Health Center,MO_ANCHOR_IS_NOT_AN_AWARD,COMMITTED_QUEUE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NA / distributed_to_hospital = NA,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"Parkland Health Center, BJC hospital (same as row 345; hub anchor role). [Org type from general knowledge; URL is the award source.] https://dss.mo.gov/mhd/rural-health",GENERAL_KNOWLEDGE
368,MO,Pershing Memorial Hospital,Pershing Memorial Hospital,MO_ANCHOR_IS_NOT_AN_AWARD,COMMITTED_QUEUE,ROWS_ONLY,0,1,HOSPITAL_OR_SYSTEM / HIGH,NA / distributed_to_hospital = NA,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,Pershing Memorial Hospital (Brookfield). https://dss.mo.gov/mhd/rural-health,GENERAL_KNOWLEDGE
369,MO,Phelps County Regional Medical Center (dba Phelps Health),Phelps County Regional Medical Center (dba Phelps Health),MO_ANCHOR_IS_NOT_AN_AWARD,COMMITTED_QUEUE,ROWS_ONLY,0,1,HOSPITAL_OR_SYSTEM / HIGH,NA / distributed_to_hospital = NA,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"Phelps Health (Rolla), hospital. https://dss.mo.gov/mhd/rural-health",GENERAL_KNOWLEDGE
370,MO,Randolph County Caring Community Partnership,Randolph County Caring Community Partnership,MO_ANCHOR_IS_NOT_AN_AWARD,COMMITTED_QUEUE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NA / distributed_to_hospital = NA,NONPROFIT_CBO,"Claude, run by IN",46286,Randolph County Caring Community Partnership (same as row 346; hub anchor role). [Org type from general knowledge; URL is the award source.] https://dss.mo.gov/mhd/rural-health,GENERAL_KNOWLEDGE
371,MO,Scotland County Hospital,Scotland County Hospital,MO_ANCHOR_IS_NOT_AN_AWARD,COMMITTED_QUEUE,ROWS_ONLY,0,1,HOSPITAL_OR_SYSTEM / HIGH,NA / distributed_to_hospital = NA,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"Scotland County Hospital (Memphis, MO). https://dss.mo.gov/mhd/rural-health",GENERAL_KNOWLEDGE
372,MO,Taney County Health Department,Taney County Health Department,MO_ANCHOR_IS_NOT_AN_AWARD,COMMITTED_QUEUE,ROWS_ONLY,0,1,LOCAL_GOVT_OR_PUBLIC_HEALTH / HIGH,NA / distributed_to_hospital = NA,LOCAL_GOVT_OR_PUBLIC_HEALTH,"Claude, run by IN",46286,"Taney County Health Department, local public health agency. https://dss.mo.gov/mhd/rural-health",GENERAL_KNOWLEDGE
373,NC,"Access East, Inc.","Access East, Inc.",NC_HUB_LEAD_FORM_NOT_IN_VOCABULARY,COMMITTED_QUEUE,NONE,0,1,NONPROFIT_CBO / LOW,PASS_THROUGH_UNRESOLVED / distributed_to_hospital = Unclear,NONPROFIT_CBO,"Claude, run by IN",46286,"Access East, Inc.; NCDHHS describes it as a comprehensive care management provider and Healthy Opportunities Pilot participant. Affiliated with ECU Health, so hospital-affiliated. [affiliation from general knowledge] https://www.ncdhhs.gov/news/press-releases/2026/05/01/ncdhhs-selects-nc-roots-hub-leads-strengthen-rural-health-care-across-north-carolina",GENERAL_KNOWLEDGE
374,NC,Cape Fear Valley Mobile Integrated Health (MIH),Cape Fear Valley Mobile Integrated Health (MIH),NC_MIH_FORM_NOT_STATED,COMMITTED_QUEUE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"Mobile Integrated Health program of Cape Fear Valley Health (hospital system), funded in NCDHHS's EMS workforce round. By function it is EMS; by operator it is the hospital system. https://www.ncdhhs.gov/news/press-releases/2026/06/08/ncdhhs-announces-10-million-ems-workforce-through-nc-rural-health-transformation-program",GENERAL_KNOWLEDGE
375,NC,Clay County,Clay County,NC_MIH_FORM_NOT_STATED,COMMITTED_QUEUE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,EMS_OR_PSAP,"Claude, run by IN",46286,"Clay County (NC) government, funded as one of NCDHHS's ""39 local EMS agencies"" (county-operated EMS). https://www.ncdhhs.gov/news/press-releases/2026/06/08/ncdhhs-announces-10-million-ems-workforce-through-nc-rural-health-transformation-program",GENERAL_KNOWLEDGE
376,NH,New Hampshire Community Development Finance Authority (CDFA),New Hampshire Community Development Finance Authority (CDFA),NH_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,UP,0,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,LOCAL_GOVT_OR_PUBLIC_HEALTH,"Claude, run by IN",46286,"NH Community Development Finance Authority, a state-chartered public instrumentality administering community development funds. Its flow question (hospitals among others) is settled separately. https://nhcdfa.org/cdfa-statement-about-the-rural-community-health-infrastructure-programs/",GENERAL_KNOWLEDGE
377,NV,Incline Village Community Hospital Foundation,Incline Village Community Hospital Foundation,NV_INCLINE_VILLAGE_FOUNDATION_FLOW,DERIVED_FROM_STATE_FILE,ROWS_ONLY,0,1,HOSPITAL_AFFILIATED_ENTITY / MEDIUM,PASS_THROUGH_UNRESOLVED / distributed_to_hospital = Unclear,NONPROFIT_CBO,"Claude, run by IN",46286,"Fundraising foundation of Incline Village Community Hospital (a critical access hospital). Separate nonprofit from the hospital; hospital-affiliated. This row's open question is whether the money reaches the hospital, which typing alone does not settle. https://www.nvha.nv.gov/RHTP/rht-funded-projects---bp1/",GENERAL_KNOWLEDGE
378,NV,93 X 95 NV,93 X 95 NV,NV_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,UNKNOWN,"Claude, run by IN",46286,Could not identify an organization by this name. https://www.nvha.nv.gov/RHTP/rht-funded-projects---bp1/,GENERAL_KNOWLEDGE
379,NV,Beatty Health and Welfare,Beatty Health and Welfare,NV_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,"Beatty Health and Welfare Committee, the community body that owns and maintains the Beatty Medical Clinic building (clinic itself is run by a private physician group). Legal form (nonprofit vs. town committee) not confirmed. https://pvtimes.com/?p=129918",ORG_WEBSITE
380,NV,Carlin Volunteer Fire Dept.,Carlin Volunteer Fire Dept.,NV_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,EMS_OR_PSAP,"Claude, run by IN",46286,"Volunteer fire department (Carlin, Elko County); classified under the fire/EMS rule. https://www.nvha.nv.gov/RHTP/rht-funded-projects---bp1/",GENERAL_KNOWLEDGE
381,NV,Carson Valley Health,Carson Valley Health,NV_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,ROWS_ONLY,0,2,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"Carson Valley Health, the nonprofit health system operating Carson Valley Medical Center (Gardnerville) and its clinics. https://www.nvha.nv.gov/RHTP/rht-funded-projects---bp1/",GENERAL_KNOWLEDGE
382,NV,Convergence Health,Convergence Health,NV_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,ROWS_ONLY,0,2,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,PHYSICIAN_PRACTICE,"Claude, run by IN",46286,"Convergence Health (formerly Elko Community Health Center), a private multispecialty practice with an ambulatory surgery center in Elko. https://www.elkonevada.com/july-membership-spotlight",ORG_WEBSITE
383,NV,Douglas County Community Health,Douglas County Community Health,NV_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,LOCAL_GOVT_OR_PUBLIC_HEALTH,"Claude, run by IN",46286,"Douglas County (NV) Community Health, the county's public health program. https://www.nvha.nv.gov/RHTP/rht-funded-projects---bp1/",GENERAL_KNOWLEDGE
384,NV,East Fork Fire Protection District,East Fork Fire Protection District,NV_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,EMS_OR_PSAP,"Claude, run by IN",46286,Fire protection district (Douglas County); classified under the fire/EMS rule. https://www.nvha.nv.gov/RHTP/rht-funded-projects---bp1/,GENERAL_KNOWLEDGE
385,NV,Esmeralda County Clinics,Esmeralda County Clinics,NV_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,LOCAL_GOVT_OR_PUBLIC_HEALTH,"Claude, run by IN",46286,"Esmeralda County clinics; the county had no health clinic as of 2020, so these appear to be new county-run clinic sites. Ownership inferred from the name, not confirmed. https://www.nationalguard.mil/News/Article/2330742/nevada-guard-brings-covid-19-testing-to-rural-county/",ORG_WEBSITE
386,NV,Healthy Communities Coalition of Lyon and Storey Counties,Healthy Communities Coalition of Lyon and Storey Counties,NV_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,Community coalition serving Lyon and Storey counties. https://www.nvha.nv.gov/RHTP/rht-funded-projects---bp1/,GENERAL_KNOWLEDGE
387,NV,Hope Christian Health Center,Hope Christian Health Center,NV_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,FQHC_OR_RHC,"Claude, run by IN",46286,Nonprofit Federally Qualified Health Center with sites in North Las Vegas and Las Vegas (HRSA FQHC listing). https://feedam.org/resource/161113,ORG_WEBSITE
388,NV,Intermountain Health,Intermountain Health,NV_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"Intermountain Health, nonprofit hospital system. https://www.nvha.nv.gov/RHTP/rht-funded-projects---bp1/",GENERAL_KNOWLEDGE
389,NV,NAMI Western Nevada,NAMI Western Nevada,NV_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,Local affiliate of the National Alliance on Mental Illness (advocacy/support nonprofit). https://www.nvha.nv.gov/RHTP/rht-funded-projects---bp1/,GENERAL_KNOWLEDGE
390,NV,Nevada Health Centers,Nevada Health Centers,NV_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,FQHC_OR_RHC,"Claude, run by IN",46286,"Nevada Health Centers, the state's largest FQHC network (also formerly ran the Beatty and Amargosa clinics). https://pvtimes.com/news/beatty-residents-turn-out-for-health-care-workshop",ORG_WEBSITE
391,NV,Nevada Primary Care Association,Nevada Primary Care Association,NV_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,State primary care association (membership association of health centers); not itself a care provider. https://www.nvha.nv.gov/RHTP/rht-funded-projects---bp1/,GENERAL_KNOWLEDGE
392,NV,Renown Health,Renown Health,NV_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"Renown Health, nonprofit hospital system based in Reno. https://www.nvha.nv.gov/RHTP/rht-funded-projects---bp1/",GENERAL_KNOWLEDGE
393,NV,Tonopah Dental Center,Tonopah Dental Center,NV_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,ROWS_ONLY,0,2,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,"Nonprofit dental clinic run by the Nevada Dental Foundation (charitable arm of the Nevada Dental Association), staffed partly by volunteer dentists. https://pvtimes.com/tonopah/tonopah-dental-project-pushes-ahead-despite-obstacles-to-opening-123707/",ORG_WEBSITE
394,NV,Vitality Unlimited,Vitality Unlimited,NV_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,ROWS_ONLY,0,2,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,Nonprofit behavioral health and substance use treatment provider (Elko). Classified with other community behavioral health providers. https://www.nvha.nv.gov/RHTP/rht-funded-projects---bp1/,GENERAL_KNOWLEDGE
395,NV,Washoe Barton Medical Clinic DBA Carson Valley Health,Washoe Barton Medical Clinic DBA Carson Valley Health,NV_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,ROWS_ONLY,0,2,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"Clinic entity doing business as Carson Valley Health, i.e., part of the same hospital system as row 382. https://www.nvha.nv.gov/RHTP/rht-funded-projects---bp1/",GENERAL_KNOWLEDGE
396,OR,Oregon School Nurses Association & Regional ESDs,Oregon School Nurses Association & Regional ESDs,OR_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,UP,0,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,"Lead is the Oregon School Nurses Association (professional association), partnering with up to 3 Education Service Districts (public). https://www.oregon.gov/oha/hpa/hp/pages/rhtp-awards.aspx",GENERAL_KNOWLEDGE
397,OR,Regional Partners,Regional Partners,OR_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,UP,0,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,OTHER,"Claude, run by IN",46286,"OHA names no organization: ""up to 3 regional partners"" for school-based mental health early intervention. Nothing to classify until partners are named. https://www.oregon.gov/oha/hpa/hp/pages/rhtp-awards.aspx",GENERAL_KNOWLEDGE
398,OR,School-Based Health Center Planning Grants,School-Based Health Center Planning Grants,OR_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,UP,0,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,OTHER,"Claude, run by IN",46286,OHA names no organization: up to five future planning grantees for school-based health services. Nothing to classify until grantees are named. https://www.oregon.gov/oha/hpa/hp/pages/rhtp-awards.aspx,GENERAL_KNOWLEDGE
399,OR,System of Care Transformation Regional Convenings,System of Care Transformation Regional Convenings,OR_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,UP,0,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,LOCAL_GOVT_OR_PUBLIC_HEALTH,"Claude, run by IN",46286,OHA says the System of Care Advisory Council (a state advisory council) will host the regional convenings. https://www.oregon.gov/oha/hpa/hp/pages/rhtp-awards.aspx,GENERAL_KNOWLEDGE
